username,hours,products,product_id,date,early_access,compensation,found_funny,ranking,username_id
Gr3y [H] Stuff [W] The Long Dark,7.8,2640.0,369080,2015-12-06,True,0,152.0,2,55
Battletoad,2.3,567.0,427730,2018-01-02,False,0,0.0,1,56
Seawater,9.6,3444.0,224900,2015-11-16,False,0,2.0,2,57
Erbkaiser,4.5,5598.0,619230,2017-11-29,True,0,0.0,2,58
Chaindrop,6.4,648.0,61700,2017-11-09,False,0,0.0,2,59
DeathClaw,1.7,3521.0,746410,2017-12-11,False,0,0.0,1,60
QbsidianH20,0.2,655.0,434620,2016-01-24,False,0,0.0,1,61
CuteKinkyPlushie,0.8,698.0,390340,2017-08-31,False,0,0.0,1,62
TpaXep,0.5,1210.0,534200,2016-10-28,False,1,3.0,1,63
I love the lag,16.2,623.0,452570,2017-11-25,False,0,1.0,3,64
Guylanda,0.2,638.0,8880,2014-08-28,False,0,0.0,1,65
Mr. Matt,51.4,975.0,61700,2017-08-08,False,0,0.0,3,66
Patchouli,0.8,683.0,745880,2017-11-26,False,0,0.0,1,67
dog not understand art,0.9,854.0,8880,2014-08-24,False,0,0.0,1,68
Shinorei,0.1,544.0,390340,2017-08-15,False,0,0.0,1,69
razgon,1.6,607.0,268930,2016-02-19,True,0,0.0,1,70
Knightmare1099,30.0,708.0,35140,2017-11-28,False,0,0.0,3,71
lamuella,7.8,914.0,275180,2016-02-24,False,0,0.0,2,72
TiCK,2.8,656.0,8880,2014-02-17,False,0,0.0,1,73
OhioMan,2.3,1711.0,411080,2016-04-01,False,0,0.0,1,74
Izdubar,56.0,913.0,271590,2018-01-04,False,0,0.0,3,75
][.nG.][ Ngelo Querro,14.3,1083.0,313810,2016-06-19,False,0,0.0,3,76
meier47,1.9,557.0,224900,2015-01-21,False,0,0.0,1,77
STEVEN AGEVER,0.1,870.0,518120,2017-12-13,False,0,0.0,1,78
DK,1.9,1997.0,263040,2015-05-11,True,0,1.0,1,79
xiro298,8.5,624.0,35140,2017-11-26,False,0,0.0,2,80
Tessimmi,4.3,1922.0,313810,2016-04-28,False,0,2.0,2,81
Adrian,4.3,885.0,518120,2017-06-10,False,1,1.0,2,82
Guardian Hero,0.8,707.0,233550,2016-10-19,False,0,0.0,1,83
citizenmaimed,0.1,631.0,452570,2017-11-23,False,0,0.0,1,84
Sotiris The Firebrand,6.744,1642.0,8880,2013-11-07,False,0,0.0,2,85
STEVEN AGEVER,1.2,870.0,308040,2017-09-23,False,0,0.0,1,78
st eam is shit fuck it,1.1,525.0,518120,2017-05-20,False,0,1.0,1,86
IsaacAsimov,2.3,1259.0,241620,2017-11-17,False,0,1.0,1,87
Rob,0.2,608.0,350280,2017-12-19,False,0,0.0,1,88
Silver-Streak,2.6,546.0,268930,2014-05-18,True,0,0.0,1,89
mrKaizen,1.6,609.0,342920,2016-11-23,False,0,0.0,1,90
Provoker,2.3,1107.0,224900,2014-11-02,False,0,3.0,1,91
Froo-Froo Berry,3.4,976.0,275180,2015-11-03,False,0,0.0,2,92
Racamo,3.8,1457.0,275180,2015-10-31,False,0,3.0,2,93
melonbeton,2.9,2073.0,313810,2015-09-19,False,0,0.0,1,94
Luisfius,0.2,1979.0,233550,2016-08-27,False,0,0.0,1,95
shintsu,19.6,2100.0,335620,2017-11-21,True,0,0.0,3,96
Malikane,28.1,516.0,335620,2017-11-21,True,0,0.0,3,97
Dread Guacamole,40.3,2027.0,554220,2017-05-20,False,0,0.0,3,98
zeus_lot,1.3,559.0,452570,2017-11-22,False,0,0.0,1,99
Muwumbé,1.1,540.0,350280,2017-12-15,False,0,0.0,1,100
Zaxtor99 @ YouTube,0.3,1081.0,661590,2017-08-22,False,0,0.0,1,101
Sackon,6.3,926.0,452570,2017-11-22,False,0,0.0,2,102
Imban,4.0,2353.0,406920,2015-12-18,False,0,0.0,2,103
Bumsplikity,0.0,566.0,8880,2011-12-27,False,0,0.0,1,104
Posith[DW],5.9,635.0,35140,2017-11-23,False,0,0.0,2,105
PanzernKern,4.8,664.0,324060,2017-12-22,False,0,0.0,2,106
pango,0.4,4461.0,406920,2015-12-14,False,0,1.0,1,107
monkeysonarope,9.4,934.0,26900,2017-11-07,False,0,0.0,2,108
Maghook,2.1,1691.0,26900,2017-11-04,False,0,0.0,1,109
sharkbait,8.2,569.0,35140,2017-11-23,False,0,0.0,2,110
Boomstixx,1.4,1259.0,233550,2016-07-16,False,0,5.0,1,111
<<Scorpio Uprising>>,0.6,524.0,8880,2011-08-18,False,0,0.0,1,112
Kadaeux,7.2,959.0,224900,2014-07-11,False,0,0.0,2,113
Iron Dagger,14.5,1155.0,224900,2014-07-10,False,0,0.0,3,114
Duke,0.2,634.0,224900,2014-07-07,False,0,0.0,1,115
Jady,1.5,971.0,548760,2017-11-15,False,0,0.0,1,116
zippythezip,0.7,814.0,108210,2016-01-09,False,0,0.0,1,117
Mechscalibur,8.1,670.0,275180,2015-02-23,False,0,0.0,2,118
archdeco,3.3,627.0,26900,2017-02-02,False,0,0.0,2,119
Aspiring Asperity,0.2,791.0,341720,2016-09-06,False,0,0.0,1,120
Pizzabot,3.6,806.0,308040,2017-06-29,False,0,0.0,2,121
󠀡°•⎝👽⎠ ᒪOᑌᑎᗩ ⎝👽⎠•°󠀡,0.1,3983.0,382660,2016-01-22,False,0,7.0,1,122
zirrian,3.8,774.0,108210,2015-12-27,False,0,0.0,2,123
Merino,27.5,1156.0,335620,2017-11-18,True,0,0.0,3,124
mkolp0,40.9,511.0,35140,2017-11-22,False,0,0.0,3,125
KingLightan,0.4,890.0,292140,2017-09-01,False,0,0.0,1,126
maldoror,6.8,802.0,369990,2017-06-30,False,0,0.0,2,127
Sandypants,0.3,613.0,11590,2014-10-30,False,0,2.0,1,128
Pharticus Maximus,5.6,2897.0,452420,2016-10-08,False,0,0.0,2,129
Rogell,0.8,1229.0,233550,2016-03-05,False,0,0.0,1,130
kaay,2.4,2431.0,241620,2015-12-26,False,0,1.0,1,131
Banerik,14.5,570.0,241620,2015-12-01,False,0,0.0,3,132
jacobhinkle,1.0,514.0,308040,2017-01-17,False,0,0.0,1,133
Hot Garbage,6.4,2412.0,224900,2014-02-22,False,0,0.0,2,134
Plato,35.7,662.0,296050,2016-06-04,False,0,0.0,3,135
Be Ro,2.6,650.0,11590,2014-09-07,False,0,0.0,1,136
KzD3ath,6.1,580.0,452420,2016-05-20,False,0,45.0,2,137
lindley.waltersmith,9.5,717.0,310360,2017-08-16,False,0,0.0,2,138
[U][A]-PwnerOfTreesPeachMango,1.2,739.0,70500,2014-10-12,False,0,0.0,1,139
Bananacup,5.4,572.0,745880,2017-11-22,False,0,0.0,2,140
[Pig-Min] mrkwang,0.1,4870.0,70500,2012-06-03,False,0,0.0,1,141
EXPERIMENTONGOD,2.4,1454.0,296050,2016-03-27,False,0,0.0,1,142
Frostregen,0.2,871.0,224900,2014-01-15,False,0,0.0,1,143
MMG Man,32.2,1088.0,61700,2015-11-28,False,0,0.0,3,144
trap Dullahan,1.5,531.0,241620,2015-05-02,False,0,0.0,1,145
glorfindel1975,7.2,1965.0,275180,2014-11-02,False,0,0.0,2,146
Brbteabreak,5.7,623.0,452420,2016-05-19,False,1,7.0,2,147
Mr. Matt,0.2,975.0,308040,2016-12-04,False,0,0.0,1,66
ettglasjuice,1.1,1867.0,308040,2016-12-02,False,0,0.0,1,148
💔G::Love💗Hentai Femdom💗(♥ω♥*),1.2,1135.0,300400,2016-01-29,False,0,0.0,1,149
Pancaake,1.5,549.0,26900,2015-10-22,False,0,0.0,1,150
Vic=HKC=,2.6,2286.0,533070,2017-11-05,False,0,0.0,1,151
Kona Milano,6.6,1245.0,108210,2013-11-25,False,0,1.0,2,152
Criminal Scum,2.7,1352.0,233550,2015-10-19,False,0,0.0,1,153
bananaSplif,32.1,599.0,61700,2015-09-29,False,0,0.0,3,154
Top Nep,14.0,609.0,310360,2017-05-07,False,0,6.0,3,155
Jr786,8.1,672.0,400370,2016-06-09,False,0,0.0,2,156
AccidentlyOnPurpose,0.7,1477.0,341720,2016-01-29,False,0,0.0,1,157
Adeptus Ineptus,0.1,643.0,7650,2017-01-13,False,0,1.0,1,158
Cal,8.1,1041.0,11590,2012-07-14,False,0,0.0,2,159
Tim,0.3,714.0,390340,2017-07-15,False,0,0.0,1,160
Soüp,12.3,1621.0,275180,2014-10-13,False,0,0.0,3,161
Daze The Bear Chieftain,3.2,5394.0,308040,2016-04-21,False,0,0.0,2,162
Bender76,0.9,535.0,308040,2016-04-01,False,0,0.0,1,163
Salsa,1.9,1590.0,108210,2011-10-20,False,0,0.0,1,164
Xeroma,1.9,601.0,745880,2017-11-19,False,0,0.0,1,165
Rectal Spray,18.2,1296.0,296050,2015-06-16,False,0,4.0,3,166
Daddy Pig,1.4,1373.0,108210,2011-10-13,False,0,0.0,1,167
Helevorn,5.9,758.0,721430,2017-12-04,False,0,0.0,2,168
Stooart,2.8,4367.0,233550,2015-05-11,False,0,0.0,1,169
HeadShot,0.2,1035.0,7650,2016-02-11,False,0,0.0,1,8
Foreverseeking,4.7,1583.0,458470,2017-07-16,False,0,0.0,2,170
Fain,0.1,1478.0,61700,2015-05-31,False,0,0.0,1,171
Kitsunemimi,18.5,716.0,745880,2017-11-19,False,0,139.0,3,172
Ocrana,32.2,818.0,214560,2017-11-22,False,0,0.0,3,173
Ahaz,13.5,542.0,275180,2014-10-07,False,0,0.0,3,174
Negan,6.4,1363.0,233550,2015-02-14,False,0,0.0,2,175
Zebra,2.8,636.0,275180,2014-10-07,False,0,0.0,1,176
[LBR] Immortan Djow,2.8,1269.0,233550,2015-01-19,False,0,0.0,1,177
hermetico,2.4,854.0,3340,2012-09-14,False,0,0.0,1,178
sudo sandwich,32.9,1319.0,7650,2015-08-24,False,0,2.0,3,179
._. | 7n ☕,2.1,721.0,737920,2017-10-21,False,0,0.0,1,180
KiraNkz,1.9,566.0,308040,2015-09-19,False,0,0.0,1,181
Millie Rose,1.3,859.0,233550,2015-01-08,False,0,0.0,1,182
The_Cpt_FROGGY,7.3,2218.0,482440,2017-06-15,True,1,2.0,2,2
SOLAR ECLIPSE | Nik,2.1,616.0,296050,2015-04-15,False,0,0.0,1,183
vibratoryblurriness,10.0,1180.0,308040,2015-08-18,False,0,0.0,2,184
Evilworm,1.7,1190.0,326590,2014-11-14,False,0,1.0,1,185
Samsin,2.0,543.0,233550,2014-12-27,False,0,0.0,1,186
SokK,0.6,1020.0,241620,2014-05-13,False,0,0.0,1,187
Chebyshevrolet,4.0,785.0,308040,2015-08-02,False,0,0.0,2,188
Enkazadas The Conquistador,0.3,1337.0,313040,2015-03-05,False,0,0.0,1,189
Lysander,1.3,1014.0,233550,2014-12-08,False,0,0.0,1,190
genkipro,3.6,5106.0,454330,2017-07-22,False,1,0.0,2,191
Dune Tiger,2.8,2776.0,385770,2017-07-18,False,0,0.0,1,192
EternalClimb,3.0,1127.0,296050,2015-04-12,False,0,2.0,1,193
Scarecrown,3.8,560.0,32900,2015-06-26,False,0,0.0,2,194
ｐｉｒｘｉｓ,1.1,822.0,745880,2017-11-18,False,0,0.0,1,195
TUSK3N,2.8,3947.0,308040,2015-07-07,False,0,0.0,1,196
cirn0,0.4,565.0,26900,2014-03-04,False,0,0.0,1,197
Kit the Kat™,13.9,587.0,369990,2016-11-08,False,0,0.0,3,198
Vulenoy,12.3,671.0,35140,2017-10-02,False,0,0.0,3,199
Thalatte,12.0,603.0,458470,2016-10-20,False,0,0.0,3,200
hobonateor,34.6,893.0,350280,2017-11-23,False,0,0.0,3,201
Emblem Parade,5.0,5776.0,458470,2016-10-08,False,0,0.0,2,202
Masa,3.0,1387.0,388420,2017-07-05,False,0,0.0,1,203
Sauul,1.8,623.0,233550,2014-10-11,False,0,0.0,1,204
Sol Invictus,28.1,1518.0,214560,2017-11-12,False,0,0.0,3,205
UN0W3N,3.5,4858.0,345120,2016-06-05,False,1,0.0,2,206
Schinigami,45.7,960.0,534600,2017-09-15,False,0,0.0,3,207
razoleg,44.2,725.0,241620,2013-12-14,False,0,2.0,3,208
Swampyajc,2.2,631.0,233550,2014-10-07,False,0,0.0,1,209
THE REVN3,19.9,821.0,296050,2015-02-26,False,0,2.0,3,210
Sheep!,0.4,797.0,310370,2017-03-05,False,0,0.0,1,211
The Leviathan,28.0,926.0,465490,2017-06-19,True,0,0.0,3,212
Skully,1.6,1316.0,233550,2014-09-16,False,0,0.0,1,213
Cheeseness,39.7,677.0,233550,2014-09-15,False,0,1.0,3,214
DJSF,5.4,547.0,296050,2015-01-21,False,0,0.0,2,215
Epic DAYO,0.3,1264.0,32900,2013-07-24,False,0,3.0,1,216
Rin Tohsaka,4.0,598.0,363490,2016-07-04,True,0,0.0,2,217
S7.RainbowDash,16.7,719.0,330390,2017-06-29,False,0,0.0,3,218
ChromeK4T,4.4,982.0,390340,2017-07-11,False,0,0.0,2,219
ctwmitch,2.5,763.0,308040,2015-01-10,False,0,0.0,1,220
DrAcid,0.8,586.0,313040,2014-07-24,False,0,0.0,1,221
Toxic Larva,5.6,561.0,348530,2017-01-07,False,0,0.0,2,222
kod666,7.1,1141.0,308040,2014-11-16,False,0,0.0,2,223
Rulero,4.6,777.0,241620,2013-08-13,False,0,0.0,2,224
The Inker,0.9,547.0,345120,2016-01-11,False,0,0.0,1,225
jerrygamer,23.0,1028.0,330390,2017-06-18,False,0,0.0,3,226
dye,1.8,1034.0,308040,2014-11-04,False,0,0.0,1,227
Juicy Thunder Liker,5.9,568.0,280560,2016-12-09,False,0,0.0,2,228
BonyG,6.0,517.0,388420,2016-07-21,False,0,0.0,2,229
Princemousey,5.8,2029.0,296050,2014-06-03,False,0,0.0,2,230
Kimchi Tea,5.7,2961.0,310360,2016-05-07,False,0,1.0,2,231
Zorklis,2.7,871.0,308040,2014-08-06,False,0,1.0,1,232
m0s,3.5,622.0,369990,2016-07-09,False,0,1.0,2,233
Zorklis,2.7,871.0,308040,2014-08-06,False,0,1.0,1,232
DrAcid,3.9,586.0,388420,2016-04-02,False,0,0.0,2,221
apophis13,39.3,556.0,35140,2017-09-14,False,0,0.0,3,234
Attckcat,4.1,5013.0,345120,2015-08-19,False,0,0.0,2,235
Reasonableman,0.3,1459.0,7650,2013-05-06,False,0,0.0,1,236
ReDiR,52.5,2771.0,61700,2014-03-17,False,0,0.0,3,237
DigitalBasic,0.2,3388.0,745880,2017-11-17,False,0,0.0,1,238
Psychic Kitty,9.8,983.0,330390,2017-01-28,False,0,0.0,2,239
Evercloud,2.5,3496.0,233550,2014-05-05,False,0,0.0,1,240
[TI] Ajf151,1.6,559.0,233550,2014-04-20,False,0,0.0,1,241
Epiku 後輩,2.3,640.0,280560,2015-12-24,False,0,2.0,1,242
squidward,10.0,3121.0,233550,2014-04-02,False,0,1.0,2,243
✬ DeCeN,2.3,607.0,385770,2017-04-18,False,0,0.0,1,244
Xevon,7.2,535.0,417290,2016-07-26,True,0,0.0,2,245
✝ Meatbolt® ✝  מַלְכֵּי־צֶדֶק,3.5,635.0,310360,2016-03-02,False,0,3.0,2,246
Tweed,35.45,679.0,7650,2012-05-02,False,0,0.0,3,247
Sazo,9.4,833.0,326840,2017-12-24,False,0,0.0,2,248
Vance,29.6,645.0,61700,2014-02-20,False,0,0.0,3,249
KASA,1.2,1830.0,286260,2017-07-31,False,0,1.0,1,250
TheFrik,7.5,1800.0,388420,2015-11-05,False,0,0.0,2,251
Talcon,3.0,654.0,26900,2012-10-19,False,0,0.0,1,252
cruller,25.9,644.0,369990,2016-05-05,False,0,16.0,3,253
Quint the Maxim Tomato,4.3,560.0,26900,2012-09-22,False,0,0.0,2,254
ecam,35.45,1282.0,7650,2011-07-06,False,0,0.0,3,255
InvisibleGunslinger1,2.462162162162162,849.0,26900,2012-07-31,False,0,0.0,1,256
Amethyst,0.2,616.0,363490,2015-10-25,True,0,1.0,1,257
Qourth,35.45,1567.0,7650,2010-12-23,False,0,0.0,3,258
HaikenEdge,2.2,4261.0,271860,2015-03-23,False,0,0.0,1,259
Lezrock,35.45,569.0,7650,2010-12-18,False,0,0.0,3,260
ali tayyab,1.8,1256.0,271860,2015-03-17,False,0,0.0,1,261
Reasonableman,2.8,1459.0,26900,2012-07-08,False,0,0.0,1,236
BrawnyFanta,8.6,1050.0,7650,2010-11-27,False,0,0.0,2,262
Mr. Gamer,1.3,1078.0,310370,2016-12-15,False,0,2.0,1,263
Annie Leonhart,9.8,1244.0,26900,2012-05-28,False,0,0.0,2,264
chanzilla,8.9,615.0,310360,2015-12-31,False,0,0.0,2,265
Pimpollo,8.9,709.0,13600,2016-08-22,False,0,0.0,2,266
Destructor Delta,1.7,522.0,271860,2015-02-06,False,0,0.0,1,267
jackfool,51.4,770.0,61700,2013-11-25,False,0,0.0,3,268
LuftWaifu,9.9,556.0,280560,2014-12-20,False,0,0.0,2,269
pepsimanvsjoe,3.1,1544.0,280560,2014-12-07,False,0,0.0,2,270
MetaCloud - bolt.gg,6.9,511.0,369990,2016-03-21,False,0,0.0,2,271
Fuzero,3.1,834.0,26900,2011-12-31,False,0,0.0,2,272
PEKING DUCK,18.9,1327.0,310360,2015-12-23,False,0,46.0,3,273
Cuki,5.6,1310.0,271860,2015-02-02,False,0,0.0,2,274
j0ny_brav0,8.0,1387.0,13600,2016-05-16,False,0,2.0,2,275
Agent3004,8.7,1224.0,390340,2016-08-20,False,0,2.0,2,276
ExiaRS,13.7,623.0,61700,2013-05-28,False,0,0.0,3,277
GreeNXZA,9.7,634.0,292140,2016-07-20,False,0,0.0,2,278
Zaxtor99 @ YouTube,0.5,1081.0,752700,2017-12-08,False,0,0.0,1,101
joepee89,2.2,529.0,465490,2016-09-27,True,0,0.0,1,279
Pomaranč Bejby Sliepočka,1.9,770.0,233550,2013-12-31,False,0,0.0,1,280
Sazo,3.6,833.0,752500,2017-12-14,False,1,0.0,2,248
KoreRat,2.4,717.0,363490,2015-06-28,True,0,0.0,1,281
Capt_Blakhelm,4.8,2388.0,280560,2014-06-29,False,0,0.0,2,282
Kouen Hasuki,5.3,2116.0,280560,2014-06-11,False,0,0.0,2,283
Goldenkitten,10.4,689.0,280560,2014-03-30,False,0,0.0,2,284
archimedez,45.5,595.0,61700,2013-01-15,False,0,0.0,3,285
bad_rain,1.6,708.0,428540,2016-06-02,False,1,0.0,1,286
Kloodge,0.5,1049.0,752500,2017-11-29,False,0,0.0,1,287
Hybrid,20.2,631.0,427730,2017-09-26,False,0,0.0,3,288
Avolition,0.4,1781.0,233550,2013-12-24,False,0,0.0,1,289
Yella | ʍιhαεlα ᵛᴸᶜ,5.9,2193.0,271860,2015-01-16,False,0,1.0,2,290
Admiral Paul 'War' War Williams,0.9,537.0,390340,2016-08-19,False,0,2.0,1,291
OCU_Reaper_Nubitz™,0.4,661.0,233550,2013-12-01,False,0,0.0,1,292
SpatenRundung,28.5,1857.0,35140,2017-08-03,False,0,0.0,3,293
Awesome!!!,14.3,646.0,390340,2016-08-03,False,0,11.0,3,294
Macdallan,3.2,1124.0,369990,2016-03-14,False,0,3.0,2,295
Mykwon,0.5,1698.0,233550,2013-11-25,False,0,0.0,1,296
Bigfoot Gangbang,2.1,1246.0,390340,2016-07-27,False,0,5.0,1,297
[MLM] MeingroessterFan,8.3,521.0,13600,2015-11-07,False,0,0.0,2,298
Killrig,2.4928571428571433,2896.0,233550,2013-11-24,False,0,0.0,1,299
[5d]Ebb,0.3,893.0,233550,2013-10-29,False,0,0.0,1,300
Dead PC thoma5nator,9.0,690.0,330390,2016-04-10,False,0,0.0,2,301
Jr786,1.9,672.0,271860,2015-01-15,False,0,0.0,1,156
Nimirroth,0.3,531.0,233550,2013-09-30,False,0,0.0,1,302
Apparently Kid,52.2,718.0,13600,2015-05-12,False,0,1.0,3,303
onan,42.030434782608694,2943.0,61700,2012-07-13,False,0,0.0,3,304
peremptor,0.2,4713.0,233550,2013-09-10,False,0,8.0,1,305
Xsurfer,21.5,644.0,337000,2018-01-01,False,0,0.0,3,306
Annie T. Mood,4.7,1085.0,26900,2011-08-15,False,0,0.0,2,307
Høbbıt,2.5,897.0,233550,2013-09-10,False,0,0.0,1,308
WonFin,0.7,513.0,337000,2018-01-01,False,0,0.0,1,309
JonesR,5.0,1342.0,26900,2011-08-14,False,0,0.0,2,310
Novibear,1.6,1218.0,271860,2014-12-16,False,0,0.0,1,311
fantis6,13.6,4461.0,369990,2016-01-16,True,0,0.0,3,312
manos426f,3.5,589.0,428540,2016-05-07,False,1,0.0,2,313
ReBoot,1.2,1454.0,26900,2011-08-06,False,0,0.0,1,314
Big Boss,1.2,621.0,13600,2015-05-12,False,0,0.0,1,315
Awake #FF30th,11.9,2355.0,390340,2016-06-29,False,0,2.0,3,316
Josue,36.6,1144.0,61700,2012-04-03,False,0,0.0,3,317
Menin Gate,12.1,9402.0,271860,2014-09-05,False,0,2.0,3,318
Gasmaskguy10,4.7,670.0,390340,2016-06-28,False,0,3.0,2,319
🎉,0.1,1150.0,465440,2017-04-25,False,0,0.0,1,320
mesmermized,13.7,2054.0,61700,2011-10-06,False,0,0.0,3,321
Goldenkitten,2.9,689.0,271860,2014-04-14,False,0,0.0,1,284
Biscuits,0.3,773.0,271860,2014-03-05,False,0,0.0,1,322
Ephique,21.3,1134.0,330390,2015-12-30,False,0,0.0,3,323
Juan Wick,18.2,969.0,350280,2017-11-07,False,0,0.0,3,324
inckKk,10.6,792.0,428540,2016-05-04,False,0,0.0,2,325
MEEWSAKKEY (Nazumu),11.3,531.0,310360,2015-07-19,False,0,188.0,3,326
Potato PC,0.6,529.0,310370,2016-08-28,False,0,0.0,1,327
Gladamas,40.3,549.0,1610,2017-08-24,False,0,0.0,3,328
Narquois ☝,5.4,782.0,19980,2017-08-10,False,0,1.0,2,329
Duken13,3.2,723.0,390340,2016-06-25,False,0,36.0,2,330
Greg,58.5,525.0,291550,2017-12-22,False,0,0.0,3,331
D3nzoi™,5.5,661.0,292140,2016-04-16,False,0,0.0,2,332
(((me))),8.4,669.0,337000,2017-12-30,False,0,0.0,2,333
relcat,21.4,560.0,326840,2017-04-17,False,0,0.0,3,334
Akio Mitsuko,14.2,754.0,292140,2016-03-29,False,0,3.0,3,335
CptTime,7.2,637.0,274230,2017-08-10,False,0,0.0,2,336
broiled,4.9,549.0,454320,2017-07-09,False,0,0.0,2,337
m15terp1nk,29.8,648.0,390340,2016-06-23,False,0,8.0,3,338
мирачка,1.2,715.0,310370,2016-07-19,False,0,2.0,1,339
Saibot,5.8,1522.0,454320,2016-12-17,False,1,0.0,2,340
Kaze,1.1,663.0,603960,2017-11-27,False,0,0.0,1,341
XJ9,3.7,6232.0,562760,2017-02-17,False,0,5.0,2,342
REDSHADOW,9.7,666.0,233270,2017-12-29,False,0,1.0,2,343
*^SaoSin^*,14.2,684.0,286260,2016-04-21,False,0,0.0,3,344
ploopploop,1.2,514.0,13600,2014-03-20,False,0,0.0,1,345
RevCat,0.7,884.0,581200,2017-06-08,True,1,0.0,1,346
Twistor,13.4,7741.0,286260,2016-04-20,False,0,1.0,3,347
jdejordy,1.7,853.0,452230,2016-12-26,False,0,0.0,1,348
Lestrade 尚,1.1,3707.0,331450,2017-04-24,False,0,1.0,1,349
kalirion,17.4,3976.0,315930,2014-10-24,False,0,0.0,3,350
hemihilton,0.3,849.0,336100,2016-05-01,False,0,0.0,1,351
lucky_charm888,1.4,655.0,251210,2017-01-22,False,0,0.0,1,352
RockyBalbroa,0.2,826.0,341720,2015-01-25,False,0,3.0,1,353
Poobah Gorg,4.1,1415.0,454320,2016-04-28,False,0,0.0,2,354
[F!] Aldershot,2.7,2822.0,315930,2014-09-08,False,0,0.0,1,355
