,username,username_id
499,Larry Chupacabra,499
500,Miller Scout,500
501,Major Puddin,501
502,Agorax,502
503,amesmes,503
504,★ Bartes ★,504
505,[LUE] auto2112,505
506,KennyLoggins,506
507,Reinveil von Megabee,507
508,ThatIrishKid617,508
509,Boxa [Idle],509
510,4th,510
511,Lungkisser,511
512,a_harmless_teddy_bear,512
513,Dar_Morar,513
514,po0k,514
515,RAID Noir - Mining or Idling,515
516,Dave.,516
517,Elman,517
518,Tintler,518
519,Just Punished Bump,519
520,Octavarium,520
521,Nomine,521
522,Ampersand,522
523,Technobreaker,523
524,ToxicBlyss,524
525,James Moreless,525
526,Rorrim,526
527,Same Same New Name,527
528,Deceased ANT ♪  #FightCancer,528
529,Darksmiter,529
530,Pallist,530
531,Forte,531
532,dGameMaker [CODING],532
533,Kargor,533
534,Angelo T. Dog,534
535,Invictus,535
536,Twosday,536
537,attackonautumn,537
538,|UTB| IronDog,538
539,GokuSSJ3,539
540,Onyx,540
541,Asatruer,541
542,Gizmo,542
543,Kaigow,543
544,LanceViper,544
545,greentea924,545
546,DrSasquatch,546
547,AliceTheGorgon,547
548,TwoSheds,548
549,Derakor,549
550,Here comes Louis Boo Boo,550
551,Mr.Hugh,551
552,Wungle,552
553,「EvilKiwi」,553
554,Trinsec,554
555,Gunnerman Bill,555
556,LiquidOcelot,556
557,Lopper,557
558,Skibby,558
559,RazorBlade03,559
560,Achilleas90,560
561,supλnerd01,561
562,EternitySustained,562
563,Mightyelk,563
564,MatsuoBasho,564
565,Caniteona Nauzag,565
566,AntiVVeaboo,566
567,mariano_ag,567
568,Mindfreezer,568
569,decimus28,569
570,loktar,570
571,Carlos Danger,571
572,Noley,572
573,Lynch Mob,573
574,NaU.Uberjannie,574
575,ferndognation,575
576,GatthewMore,576
577,Encantador,577
578,mambuco93,578
579,-=FFF=- 8BALL,579
580,illystriel,580
581,Conina,581
582,foofaraw,582
583,azure,583
584,bubsylopez®,584
585,Elgroth Talvinen,585
586,woosk,586
587,Paidian,587
588,ender,588
589,alex.haden,589
590,Jonman[GWJ],590
591,Calvin,591
592,The Law,592
593,SilentSand,593
594,OhadReshef,594
595,Headhanger,595
596,Kojot,596
597,BigTF,597
598,Toshinou Kyouko,598
599,Catflap,599
600,Aloehart,600
601,/usr/bin/torkel,601
602,EINSOF,602
603,Sazime,603
604,Ithaqua,604
605,Sonico,605
606,LoveAlotBear,606
607,RandomMaster,607
608,Gringorilla,608
609,JetFred,609
610,the hollywood hootsman,610
611,oneirossd,611
612,Blinkdog,612
613,Ame 雨,613
614,vioxtreme,614
615,RaZman,615
616,UndyingRevenant,616
617,JintoLyn,617
618,silentrequiem,618
619,serial,619
620,jorlin,620
621,Nikandros,621
622,M9RFZZY,622
623,Red,623
624,Keyser Soze,624
625,nighteyes00,625
626,Qsaws,626
627,traherne,627
628,Draknath,628
629,VahidSlayerOfAll,629
630,Locke,630
631,Boonk Gang,631
632,xaanz,632
633,lufia22,633
634,BlueSteelAUS,634
635,Pickle Rick,635
636,meme,636
637,Jestyr22,637
638,Bareideru,638
639,Endymion,639
640,zooid,640
641,Delwon42,641
642,Willie,642
643,Arlex Wangle,643
644,hatty,644
645,Apostle The Fraud,645
646,Seyven,646
647,ScemEnzo,647
648,7 4 17 0 17 _twelvetwenty-one,648
649,Mr. Jacobs,649
650,MercilessMerc,650
651,🐧 crow,651
652,Kejmur - AFK,652
653,ruiv,653
654,"Nanomachines, son.",654
655,Carniveron,655
656,Rammsteniako,656
657,Brodin,657
658,tom.deal135,658
659,Chicken,659
660,the long count,660
661,hacnic4,661
662,Wolfman,662
663,Devicula,663
664,Magnetto Man,664
665,ChainZaw,665
666,tctimmeh,666
667,pennywhistle,667
668,mysticluster,668
669,Lady Chaos,669
670,manchego obfuscator,670
671,bfRheostat ｜引きこもり中,671
672,Bertang,672
673,Infern,673
674,Felicia,674
675,Video Game Loser,675
676,BeoXXVI,676
677,『Lyh Flare』 - 🐾,677
678,Bajatar,678
679,Warlach,679
680,zastroph,680
681,ReLLiK_pt,681
682,Baron von Bootleg,682
683,wander j,683
684,f0ng,684
685,EtheralDreamer,685
686,ClaytonNewburn,686
687,VENDITTA,687
688,Kaihekoa,688
689,PiotrPansky,689
690,yuru,690
691,lothartvni,691
692,EHAD,692
693,Arkan01d,693
694,☭ Commissar Cuddly ☭,694
695,cleanboi,695
696,Unidentify91,696
697,Cmnickgaming,697
698,Traxadel,698
699,KebB.,699
700,Valen,700
701,ProDexorite,701
702,maawolfe36 -DI-,702
703,jiff67,703
704,DurantG *Hulk xD,704
705,[Nyan] Catnadian,705
706,Tren AKA hamza4f,706
707,RyanRad,707
708,UnimaginativeHandle,708
709,FreakOrama,709
710,Manax,710
711,JackMaccone,711
712,SheYi,712
713,AbsoGuar,713
714,TicTac,714
715,FlashPie,715
716,gamer1000k,716
717,FrontRUSSIAN,717
718,Lost x Thoughts,718
719,Salarn,719
720,chap,720
721,Hallack,721
722,Exteez,722
723,Qmar,723
724,Harmburger,724
725,starbuck2907,725
726,tom-,726
727,Rile Slapcheek,727
728,KindGamers.com,728
729,Drealoth,729
730,MPkNight,730
731,PrincessCarwash洗車姫,731
732,Tonballsy,732
733,TheChad5347,733
734,76561198072680595,734
735,Skiller,735
736,pikachu01,736
737,Gigi,737
738,Dreamcast,738
739,Juanes Mantequilla,739
740,CruiseCTRL,740
741,ILikePopCans,741
742,..,742
743,L1ntux,743
744,Dempster,744
745,Unbearably Cute,745
746,CtrlAltDestroy,746
747,RipperG (灬^ ω ^灬),747
748,oldschooler85,748
749,Yorkin,749
750,SleepyStar☆,750
751,Terrien,751
752,Strayed Lynx,752
753,'WitteBae 🌹,753
754,[slckr]robilar5500,754
755,Fish,755
756,Cryptodynamic,756
757,Czaq,757
758,W.A. the Anum,758
759,RNGsus,759
760,ViperMusashi,760
761,Trinexx,761
762,linus,762
763,Cryo,763
764,Sojobo,764
765,[GRMS] Ghostrider,765
766,oglahai,766
767,Unseen Assassin,767
768,treacle,768
769,Datatron,769
770,Yendor,770
771,Shadeborn,771
772,Kolox,772
773,Flangebob McVaginatacofishpants,773
774,^7ja^1co,774
775,RickySpanish1Flynn,775
776,Genshrooms,776
777,Wonne,777
778,noisebomb44,778
779,RedWormCharlie,779
780,flesk,780
781,Hayes,781
782,Silver Fox,782
783,bobert awful (F+),783
784,ErbanVision,784
785,Nigganose,785
786,Obey the Fist!,786
787,LeetZero,787
788,AllTracTurbo,788
789,EMO_queer⚣ᴘʀɪɴᴄᴇss,789
790,HIV aladeen,790
791,Pope Urban II,791
792,[M]erc,792
793,Hannie Bananie,793
794,Kissaki,794
795,Sandman,795
796,Owlmanandy,796
797,ScottWhatSolo,797
798,MulderYuffie,798
799,"""Bob"" the Space Cadet",799
800,Khθurchεv,800
801,Dirticus Rex,801
802,SpazmanianDevil,802
803,Trevor,803
804,deemon,804
805,BlueCyanide,805
806,Dustin,806
807,Fun Fact Filibuster,807
808,SaviorWooten,808
809,Bronsky,809
810,Draken,810
811,★ unleech,811
812,Cardinal Lord Holland,812
813,Godzilla2,813
814,SLEV65,814
815,metarayser,815
816,Neal08Ni/NealLIVE,816
817,Hello!,817
818,Nawrusi,818
819,dirtyCAT,819
820,stoolio,820
821,Michael Fassbender,821
822,Spiv,822
823,Sarkoth,823
824,StevoNDaHoodson,824
825,Rum Ham,825
826,MEDEA,826
827,xHardc0re,827
828,Red Saber,828
829,Labertaler,829
830,PlasmaDragon,830
831,Thuggin' Love,831
832,BoBo,832
833,ロン・チードル,833
834,riderchoi,834
835,FoxyRussianLady,835
836,Snerk,836
837,Bebop,837
838,Chudah,838
839,{TACM}Bonkers The Fox,839
840,XYZ,840
841,Namekujisennin,841
842,catcherinthesty,842
843,Uncle Buttcheeks,843
844,Andrew Just,844
845,FrozenFood,845
846,giljaysmith,846
847,Hurtbringer,847
848,@iamgingerbear,848
849,Linnun,849
850,Dangerous Beans,850
851,Melovinci,851
852,Snus,852
853,ahoym8,853
854,Arabin,854
855,deadCarl,855
856,Nixxen,856
857,The Big Boy Himself,857
858,Lancer,858
859,nivakis,859
860,spawn02,860
861,SLOANEY,861
862,AaToSMeD,862
863,Jinx,863
864,Sparagas,864
865,Bennster,865
866,WildCrd007,866
867,sonderkraftfahrzeug,867
868,Dead Charles,868
869,Shunmasan,869
870,Mozgus,870
871,Finn 🐧,871
872,<OmniStars> OmniTitan,872
873,CaptainBP,873
874,Xeno_Amess,874
875,Weird Bread Kid,875
876,Baalseraph,876
877,Amalzain,877
878,Puokki,878
879,Angel Boy,879
880,peppage,880
881,DeathMaster,881
882,Skulleater,882
883,RAGNOS1997,883
884,Han -released Cube Link on ste@m,884
885,Hu$tl3r,885
886,Nico,886
887,Hunter X Hunter,887
888,TraKeZ,888
889,JH,889
890,Atom,890
891,Astigi,891
892,Captain Rusty,892
893,Trystonperry11,893
894,Zor,894
895,Dire,895
896,Exxhale,896
897,MajorMitch,897
898,buttpiss,898
899,Wasted,899
900,Banana Crayons[Sad Forever][RIP],900
901,etheric42,901
902,jacktyang,902
903,Kurumi=life,903
904,704BOSS,904
905,Deathwish CRO,905
906,Tejan,906
907,Saint Aaron,907
908,Hickmania!,908
909,Chaoris,909
910,Trooper,910
911,MyHeadsMT,911
912,Robikscube,912
913,Cartoon Head,913
914,birdy,914
915,Noxid,915
916,rho,916
917,S_Shinkir0,917
918,Ryan Dorkoski,918
919,Eurmal,919
920,Guy,920
921,Mag Blake,921
922,Føxy,922
923,Shuvack,923
924,Foxysen,924
925,Jay-walker,925
926,Variable_Ian,926
927,wildsaf,927
928,HipsterFox,928
929,Darkwulf,929
930,zombie,930
931,Matthew,931
932,AUSTINTACIOUS,932
933,Edword flabberjackson,933
934,Vaughn,934
935,crackie79,935
936,Ironbug : The Anarchist Hero,936
937,Curtshabo,937
938,Game Cooker US Rocks VR,938
939,Fred2000,939
940,Lukas,940
941,YeAhx,941
942,Spectrum EL: 177,942
943,bmendonc,943
944,Lowallyn,944
945,CriM,945
946,☜☯☞Englands☜☯☞,946
947,Revoker,947
948,pb,948
949,Slycanthrope,949
950,Noblesavage,950
951,Ruzis0™,951
952,ThatOnePhilGuy,952
953,rylention,953
954,blackenedwhiplash,954
955,The Closer,955
956,AnD4D,956
957,CRUSTAAY,957
958,TribalSage,958
959,Profile Name,959
960,Ultraviper,960
961,Mesmerion[FR],961
962,The Horror Network,962
963,rip the dream.,963
964,Avantesma,964
965,NeverLucky.,965
966,Kritigri,966
967,Grenadeh,967
968,Godwin,968
969,Sharky [T],969
970,Valentine,970
971,Super Saiyan Swag,971
972,/.Z.|-|.0.R.@.\,972
973,Xavier: Renegade Angel,973
974,Shosray,974
975,Grim Fantango,975
976,-Kidrage.™,976
977,D4Dementia,977
978,Hardcoreex,978
979,Saint Boris,979
980,Westlin [GWJ],980
981,Andaleeni,981
982,[FOR]mica,982
983,hirou,983
984,Chris,984
985,jayxan,985
986,Star Butterfly,986
987,TheQuietCroc,987
988,victimsofretail,988
989,Lopo,989
990,[z=x][ LCN ][x=z],990
991,scarforce01,991
992,rymalla,992
993,Mode Dude,993
994,Towchain,994
995,Yiasmat,995
996,WC,996
997,Awesome Weegee👌,997
998,Omegadom,998
999,pikkukalsari,999
1000,bonerwizard,1000
1001,MartyrA2J,1001
1002,Gurutiro,1002
1003,Freezard,1003
1004,WhatDaMath,1004
1005,KeinSchiesse,1005
1006,Bean Bearrito,1006
1007,Scuzzlebutt,1007
1008,Sparrow,1008
1009,PoshAlligator,1009
1010,beaker,1010
1011,Ryoda,1011
1012,Vaharrak,1012
1013,Lip Service,1013
1014,"Communist ""Joseph Ballin"" Layton",1014
1015,Lacroix,1015
1016,Jabbergeist,1016
1017,Flint Dragoon,1017
1018,VicBStard,1018
1019,Scarface,1019
1020,Rook,1020
1021,ChaosBahamut,1021
1022,DaavPuke,1022
1023,Azra'eil,1023
1024,DroneX1,1024
1025,Kuasimoddo,1025
1026,¼ Grump ♥ ☑ ✈,1026
1027,xPaw,1027
1028,Trude,1028
1029,TastyToast,1029
1030,Wezzor,1030
1031,Kyben,1031
1032,theBENperson,1032
1033,Ekco,1033
1034,Dr. JustinSane,1034
1035,Ticklefist,1035
1036,MLGSwagLord420,1036
1037,Abbadon93,1037
1038,Jrgl_Cuchallain,1038
1039,user35007,1039
1040,Animus Furandi,1040
1041,Scythe Plays,1041
1042,Turbo Man,1042
1043,nonfrager,1043
1044,"Spark Wright, Ultimate Attorney.",1044
1045,SeansShow,1045
1046,kazereal,1046
1047,Alice ✽,1047
1048,snot,1048
1049,Dekar the Strongarm,1049
1050,Robedias27,1050
1051,erro,1051
1052,Samcole18 | cs.money,1052
1053,☯Karma☯,1053
1054,Dafoosa,1054
1055,YagamiHyo,1055
1056,Aria Theo,1056
1057,satrac,1057
1058,The Wild Card,1058
1059,The Engine,1059
1060,Vendrium,1060
1061,Bee's VitalMoose,1061
1062,0Bennyman,1062
1063,iVAN,1063
1064,JohnWolfeYT,1064
1065,bipartisan homosexual wizard,1065
1066,makuck,1066
1067,Moreander,1067
1068,ADarkGhost,1068
1069,Alexander Steele,1069
1070,Hade,1070
1071,Kriegen,1071
1072,arkenthera,1072
1073,justmiike,1073
1074,Agent Tee,1074
1075,Docdra,1075
1076,Mustang,1076
1077,tiny iota,1077
1078,Mr. Snrub,1078
1079,Nilesy @ Twitch,1079
1080,stambo,1080
1081,BGlama,1081
1082,Princess Mononoke,1082
1083,Ripberger -{CC}-,1083
1084,Typhoon,1084
1085,Silent Lasagna,1085
1086,SkySatan,1086
1087,warhameron,1087
1088,Lord Songers,1088
1089,alexshots,1089
1090,Nokando,1090
1091,Horror,1091
1092,eltee,1092
1093,Sgt. Shaft,1093
1094,Section9.b4t0u,1094
1095,BernardoOne,1095
1096,Ehpik,1096
1097,Tau22,1097
1098,Cam,1098
1099,hogaN,1099
1100,Girlbeard,1100
1101,YeNDoRiOn,1101
1102,Burnt_45,1102
1103,Monarck447,1103
1104,UndeadALK,1104
1105,Promisha,1105
1106,Slippin' and fallin',1106
1107,Thunderhead,1107
1108,Thunderkleize,1108
1109,NATO Empowered,1109
1110,sJaak.,1110
1111,hotmatrixx,1111
1112,Stetz,1112
1113,Toren_S [Also Friendly],1113
1114,Zoolie,1114
1115,CPLWeeks,1115
1116,jamesleafe,1116
1117,Toxicwire,1117
1118,Vee,1118
1119,desolation0,1119
1120,ERock022,1120
1121,thegregoman,1121
1122,Djnemonic,1122
1123,Ironballs McFistPunch,1123
1124,digibluez,1124
1125,Cilicou,1125
1126,Saint D,1126
1127,Devilturnip,1127
1128,shadowkrosser,1128
1129,̇ṀΘΘƘIΣ Mookie,1129
1130,MagnumDopus,1130
1131,Dad's Gaming Addiction,1131
1132,George Costanza,1132
1133,𝔡𝔢𝔞𝔱𝔥,1133
1134,bwahahahaha,1134
1135,100WheyProtein --,1135
1136,Stan,1136
1137,Qipz,1137
1138,weeeeeeeeeeer,1138
1139,White5hade,1139
1140,DarkteK,1140
1141,I AKU!,1141
1142,Nemaa,1142
1143,Ķđặở™®,1143
1144,Tyler,1144
1145,VigorousJammer,1145
1146,rogermorse@tablet,1146
1147,Reddy,1147
1148,Arbiter Libera,1148
1149,Mythaelogn,1149
1150,Donkeyfumbler,1150
1151,Alpha One,1151
1152,Lumilicious,1152
1153,Affordall,1153
1154,Mr. Roboto,1154
1155,crystalmsc,1155
1156,Special Inquisitor Mòrag,1156
1157,Harcile,1157
1158,Khastro,1158
1159,MotS,1159
1160,Icy ❋,1160
1161,kijib,1161
1162,[HoH]EddieV,1162
1163,K.,1163
1164,Boomer,1164
1165,F😈CK HOPE,1165
1166,Unrest,1166
1167,Jaunty⛄,1167
1168,Sinatr,1168
1169,Ganzi,1169
1170,HeavenSloth,1170
1171,Hyperchaotic,1171
1172,Borracho,1172
1173,Salcove,1173
1174,Chtulie,1174
1175,Octavian,1175
1176,Biosim,1176
1177,Orosa,1177
1178,Tasker 2016,1178
1179,-- ExotixisT -- (eks-ot'i-sist),1179
1180,Red Inferno - Got crypto?,1180
1181,Usagi,1181
1182,Gdog,1182
1183,Witters,1183
1184,Mathy,1184
1185,Lopti,1185
1186,Mr. Miyamoto,1186
1187,Bread Destroyer,1187
1188,Adebayo Akinfenwa,1188
1189,PersonGuy,1189
1190,Zomby,1190
1191,Neeno,1191
1192,The Baddest Rat,1192
1193,GrD« Sabu™,1193
1194,The Matlock,1194
1195,LadyLeah,1195
1196,Tyber83,1196
