product_id,ranking,username_id
61700,3,277
292140,2,278
752700,1,101
465490,1,279
233550,1,280
752500,2,248
363490,1,281
280560,2,282
280560,2,283
280560,2,284
61700,3,285
428540,1,286
752500,1,287
427730,3,288
233550,1,289
271860,2,290
390340,1,291
233550,1,292
35140,3,293
390340,3,294
369990,2,295
233550,1,296
390340,1,297
13600,2,298
233550,1,299
233550,1,300
330390,2,301
271860,1,156
233550,1,302
13600,3,303
61700,3,304
233550,1,305
337000,3,306
26900,2,307
233550,1,308
337000,1,309
26900,2,310
271860,1,311
369990,3,312
428540,2,313
26900,1,314
13600,1,315
390340,3,316
61700,3,317
271860,3,318
390340,2,319
465440,1,320
61700,3,321
271860,1,284
271860,1,322
330390,3,323
350280,3,324
428540,2,325
310360,3,326
310370,1,327
1610,3,328
19980,2,329
390340,2,330
291550,3,331
292140,2,332
337000,2,333
326840,3,334
292140,3,335
274230,2,336
454320,2,337
390340,3,338
310370,1,339
454320,2,340
603960,1,341
562760,2,342
233270,2,343
286260,3,344
13600,1,345
581200,1,346
286260,3,347
452230,1,348
331450,1,349
315930,3,350
336100,1,351
251210,1,352
341720,1,353
454320,2,354
315930,1,355
251210,2,356
331450,1,189
315930,2,357
350280,2,358
454320,2,359
251210,1,360
384150,1,361
341720,1,362
384150,1,363
331450,1,251
390340,1,364
274230,2,365
448790,3,366
356290,3,367
35140,3,368
310360,3,369
415030,2,370
390340,1,371
336100,1,372
388210,2,373
214560,3,374
603960,2,375
251210,2,376
292140,3,377
274310,2,378
259830,1,379
310370,1,380
415030,1,381
13600,1,382
234710,1,383
310360,1,384
341720,1,385
390340,1,386
563150,1,387
310360,1,388
251210,2,389
330390,3,390
468320,2,391
259830,1,392
384150,2,393
259830,1,394
13600,3,395
35140,3,396
603960,3,397
353550,2,398
384150,1,399
259830,1,400
415030,1,401
310360,3,402
384150,2,403
549740,2,404
590720,1,405
468320,2,406
286260,2,407
35140,3,408
698640,1,409
384150,2,410
330390,2,411
71240,1,412
71240,1,413
341720,1,414
330390,3,415
415030,2,416
286260,2,417
366700,1,418
233270,1,419
233270,1,420
258010,3,421
339790,3,422
233270,3,423
330390,2,424
339790,3,425
384150,2,426
17450,1,427
339790,3,428
341720,1,429
353550,2,430
330390,2,431
384150,1,432
388210,2,433
234710,3,205
603960,1,434
330390,2,435
258010,2,220
1610,1,8
384150,1,436
384150,2,437
71240,2,189
366700,1,438
234710,1,439
1610,3,440
274230,2,441
603960,3,442
603960,1,443
353550,2,444
286260,3,445
292140,1,446
384150,1,447
274230,2,448
353550,1,449
71240,1,450
71240,1,451
274310,1,452
71240,2,453
234710,2,454
603960,2,455
274230,2,119
233270,2,456
326840,3,457
234710,2,458
384150,1,459
35140,3,460
388210,1,461
214560,2,462
286260,2,103
292140,3,463
274230,1,464
292140,3,465
350280,2,466
274310,3,467
388210,2,468
384150,1,469
35140,2,470
292140,1,471
350280,1,472
214560,3,473
214560,3,474
35140,3,475
214560,3,476
292140,3,477
384150,1,478
35140,3,479
35140,3,480
19980,3,481
71240,1,482
698300,1,483
698300,3,168
516510,1,484
274310,2,485
603960,2,486
384150,1,487
35140,3,488
19980,3,489
258010,1,490
35140,1,491
274230,3,492
71240,1,493
385770,2,494
292140,1,495
233270,2,496
350280,1,497
385770,2,498
603960,1,499
292140,3,500
274310,3,501
384150,1,502
346950,2,503
427730,3,504
35140,3,505
292140,3,506
292140,2,507
384150,2,508
346950,1,509
310370,1,510
350280,3,511
258010,2,512
274230,2,513
233270,3,514
384150,2,515
35140,3,516
274230,2,517
271590,2,518
385770,3,519
385770,2,520
385770,2,521
35140,3,522
35140,3,523
35140,2,524
274230,3,525
385770,3,526
384150,2,527
274310,3,528
402980,1,529
258010,2,530
17450,2,531
389190,2,532
19980,3,533
19980,1,534
17450,3,535
214560,3,536
274310,3,537
214560,3,538
35140,2,539
310370,1,540
19980,3,541
459820,3,542
385770,2,543
35140,3,544
35140,3,545
35140,3,546
274230,3,547
35140,3,548
35140,3,549
35140,3,550
292140,1,551
262450,1,552
274230,2,553
388160,1,554
233270,3,555
292140,1,556
388210,2,557
388210,3,558
292140,2,415
234710,2,119
427730,1,559
35140,2,560
385770,3,320
388210,2,561
258010,2,562
214560,2,563
385770,3,564
274310,3,565
385770,3,566
388210,2,567
492340,1,568
230310,1,569
548230,1,570
233270,2,571
492340,2,572
262450,3,573
258010,2,574
385770,2,575
35140,3,576
262450,2,577
35140,3,578
296300,2,579
230310,2,580
388210,3,581
447000,1,582
19980,1,583
19980,3,584
262450,2,585
340800,1,586
492340,1,587
271590,2,588
388210,1,589
262450,3,590
209330,3,591
350280,3,592
234710,2,593
388210,1,594
19980,2,595
35140,2,176
310370,1,596
385770,3,597
262450,1,96
310370,1,598
388210,2,599
262450,2,600
337000,3,601
388210,3,602
310370,1,603
209330,3,604
427730,2,605
385770,1,606
350280,3,607
525700,1,608
262450,2,609
234710,3,610
209330,3,611
258010,1,239
230310,3,612
340800,1,613
258010,1,614
35140,3,615
274310,2,616
310370,1,617
262450,1,618
310370,1,619
209330,3,620
35140,3,621
310370,1,622
274310,3,623
35140,3,624
340800,1,625
337000,3,626
388210,2,627
35140,2,628
520820,2,629
340800,1,630
209330,1,631
310370,1,632
210870,2,633
262450,2,634
274230,2,635
35140,2,636
310370,1,637
388210,1,638
385770,1,639
274310,2,640
385770,3,641
35140,2,642
210870,2,643
35140,2,644
274310,1,645
274230,3,646
310370,1,647
310370,1,648
291550,1,649
210870,3,650
313660,2,651
262450,2,652
35140,3,653
233270,2,654
209330,2,655
274310,3,656
274230,2,657
388210,2,658
210870,1,659
209330,2,660
388210,2,661
210870,2,662
35140,3,663
274230,3,664
350280,3,665
388210,2,666
274310,3,667
459820,3,668
274310,2,669
347440,3,670
209330,1,671
274230,2,672
525700,1,673
35140,2,674
459820,3,675
209330,2,676
209330,2,677
347440,2,678
310370,1,679
35140,1,680
210870,1,681
274230,2,682
347440,1,683
357290,2,684
347440,2,685
459820,3,686
209330,3,687
17430,3,688
50510,1,157
350280,3,689
50510,1,690
525700,2,691
274230,2,692
209330,2,693
274310,2,694
337000,1,695
525700,3,696
350280,2,697
234710,1,698
388210,2,699
209330,3,700
209330,3,701
214560,1,702
350280,2,703
350280,3,704
525700,3,705
35140,3,706
214560,3,707
347440,3,708
347440,2,709
214560,2,710
459820,3,711
214560,3,712
287020,1,713
15210,2,714
214560,3,715
32440,3,716
274310,1,717
287020,3,493
391000,2,718
548050,1,719
214560,3,720
214560,3,721
214560,3,722
357300,3,723
274230,3,724
350280,1,725
274310,3,726
35140,3,727
35140,1,728
350280,2,729
35140,3,730
287020,2,731
300300,2,719
357300,2,732
388210,2,733
35140,1,734
310370,1,735
388210,2,736
350280,2,737
357300,1,738
214560,3,739
350280,2,740
274230,2,741
300300,2,742
296300,2,743
233270,2,744
35140,3,745
300300,3,746
17430,3,747
350280,3,748
274230,3,749
214560,3,750
287020,2,751
416380,1,752
274310,3,753
214560,3,754
416380,1,755
274230,3,756
274230,1,757
291550,3,758
350280,3,759
35140,3,760
224500,3,761
32440,2,762
350280,2,763
274230,3,764
300300,3,765
224500,1,766
224500,3,767
233270,3,768
357300,2,769
459820,3,770
230050,1,771
300300,2,13
300300,1,772
300300,1,773
224300,1,774
357300,1,719
35140,2,775
35140,3,776
274310,3,777
32440,3,770
233270,2,778
287020,3,779
300300,2,780
389510,1,781
38740,3,782
389510,2,783
35140,3,784
200710,2,785
402170,2,786
402170,2,787
287020,3,788
357300,1,789
427730,2,790
214560,3,791
214560,3,792
245150,1,793
357300,1,794
214560,2,795
17430,1,645
274310,1,796
402170,3,797
287020,3,798
35140,3,799
233270,3,800
233270,3,801
245150,2,802
245150,2,803
230050,1,804
35140,1,805
224300,1,806
214560,2,807
287020,2,808
357300,3,809
245150,1,810
466830,1,811
287020,2,812
35140,3,813
466830,2,814
287020,2,815
32440,1,816
230050,3,817
35140,3,818
350280,2,819
214560,3,820
224300,2,821
287020,1,822
245150,3,823
245150,1,824
274310,1,825
35140,3,826
214560,2,827
35140,2,828
350280,1,829
274310,3,830
350280,3,831
35140,3,832
38740,3,833
245150,3,834
230050,1,835
35140,1,836
214560,3,837
661040,2,838
200710,3,839
35140,3,840
357300,2,841
274310,2,842
345260,1,843
389510,1,844
230050,1,845
214560,3,846
261740,1,847
214560,2,848
647040,1,849
38740,1,850
214560,2,851
245150,2,852
245150,2,413
214560,3,853
38740,1,854
556110,1,855
214560,3,856
233270,2,857
357300,2,238
274310,2,858
35140,3,859
200710,3,860
285820,2,408
245150,2,861
38740,1,862
230050,1,863
345260,1,864
345260,3,865
230050,2,866
233270,3,867
274310,3,868
285820,1,869
337000,3,870
296300,1,871
296300,1,872
274310,2,873
413600,1,874
274310,3,875
308420,3,876
285820,2,877
245150,1,878
245150,1,879
285820,2,880
245150,2,881
285820,2,882
35140,2,883
359900,3,884
308420,2,885
461560,1,886
285820,2,887
17430,3,888
35140,3,889
35140,2,890
35140,3,891
35140,3,892
38740,1,242
32440,1,893
337350,1,496
308420,2,894
285820,2,895
35140,3,896
337350,2,897
461560,1,898
311480,3,899
308420,2,218
35140,3,900
311480,3,901
359900,1,902
230050,2,903
245150,1,904
308420,1,905
459820,3,906
311480,1,907
359900,1,74
17430,2,908
35140,3,909
359900,2,910
337000,3,911
245150,2,912
285820,1,913
214250,1,305
214250,2,914
274310,3,915
285820,2,916
32440,1,917
337350,1,918
274310,3,919
427730,1,920
336520,1,921
35140,2,922
311480,1,923
32440,3,924
214250,2,481
296300,1,925
245150,1,926
311480,3,927
245150,2,928
274310,3,929
35140,3,930
359900,3,931
35140,3,932
285820,3,933
337000,3,934
311480,2,935
35140,3,936
311480,2,937
412940,1,938
35140,3,939
427730,1,940
308420,2,941
214250,1,942
233270,3,943
245150,2,944
35140,3,945
200710,3,946
224500,3,947
38740,3,948
359900,3,949
308420,3,521
461560,1,950
35140,2,951
336520,1,952
412940,1,953
233270,1,954
32440,3,955
214250,3,799
274310,3,956
337000,3,957
461560,1,958
38740,2,310
308420,2,959
412940,1,960
359900,2,961
214250,2,962
35140,3,963
35140,3,964
38740,3,965
32440,3,966
245150,2,679
214250,3,967
434230,1,968
311480,1,969
35140,3,970
200710,3,971
683160,1,972
245150,1,973
427730,2,974
35140,2,975
32440,3,976
311480,2,977
308420,1,978
336520,1,979
308420,1,66
214250,1,980
311480,3,981
245150,1,378
461560,1,982
230050,2,983
38740,1,984
311480,1,985
32440,2,986
230050,1,987
311480,3,988
200710,3,989
449760,2,990
274310,3,991
461560,1,992
38740,2,993
214250,2,994
449760,1,995
245150,2,996
32440,1,997
38740,1,998
311480,2,999
233270,2,1000
274310,2,1001
35140,2,1002
35140,3,1003
461560,1,1004
308420,1,1005
245150,2,1006
230050,2,1007
35140,3,1008
38740,2,1009
35140,3,1010
35140,3,1011
375290,1,1012
35140,3,1013
38740,1,1014
375290,1,1015
38740,2,1016
42850,1,106
230050,2,1017
337000,1,1018
471170,3,1019
35140,3,1020
35140,3,1021
245150,2,1022
35140,3,1023
35140,1,1024
35140,3,1025
35140,2,1026
230050,2,1027
38740,2,1028
35140,3,1029
35140,3,1030
214250,1,1031
308420,3,1032
308420,3,1033
487330,1,1034
337000,3,1035
35140,3,1036
487330,1,1037
230050,1,1038
427730,2,1039
35140,3,1040
487330,2,366
670100,1,1041
35140,3,1042
507380,2,1043
205990,3,1044
35140,3,1045
35140,3,1046
205990,1,1047
205990,3,203
35140,3,1048
214250,2,1049
459820,3,18
224500,3,1050
559310,2,1051
35140,2,158
35140,3,1052
601650,1,1053
214250,2,1054
601650,1,1055
461560,1,1056
331720,1,1057
47780,3,1058
446910,1,1059
35140,3,584
35140,3,1060
35140,2,1061
427730,1,1062
337000,3,1063
446910,2,1064
233270,2,1065
308420,1,1066
307130,2,1067
47780,2,1068
15300,2,656
331720,1,1069
305660,1,1070
214250,1,1071
35140,1,571
307130,1,1072
331720,1,1073
230050,1,590
35140,3,1074
307130,1,1075
305660,1,1076
233270,2,1077
35140,3,1078
35140,3,1079
205990,3,1080
331720,2,1062
307130,2,1070
200710,3,1081
461560,1,1082
214250,2,1083
233270,1,1084
35140,2,1085
35140,3,161
35140,3,252
307130,3,1086
488910,2,1087
214250,2,1088
296930,1,1001
35720,3,1089
307130,1,1090
307130,3,1091
35140,3,1092
337000,3,1093
461560,1,1094
346970,2,1095
35140,2,1096
205990,3,1097
47780,3,1098
271590,3,1099
461560,1,1100
12810,3,1101
233270,3,1102
308420,2,1103
337000,3,1104
225080,2,1105
35140,3,1106
308420,2,1107
35140,2,1108
230050,2,1109
225080,2,1110
224500,3,1111
459090,3,1112
459090,3,1113
214250,2,1114
280720,1,1115
271590,3,1116
224500,3,1117
230050,1,656
346970,3,1118
35140,3,1119
308420,1,1120
308420,1,1121
224500,3,1117
346970,2,1122
337000,3,1123
35720,3,1124
224500,3,1125
47780,1,1126
308420,1,1127
214250,3,1128
224500,3,1129
214250,2,1130
384360,1,645
280720,2,1131
214250,2,1132
384360,1,1133
47780,3,1134
12810,3,1135
308420,3,1136
214250,2,1137
47780,1,1138
461560,1,1139
35140,3,1140
459090,3,1141
35140,3,1142
214250,3,1143
35140,3,1144
214250,2,1145
35140,3,1146
35140,3,1147
35140,3,1148
35140,3,1149
337000,3,1150
214250,1,1151
230050,2,509
205990,2,409
35140,3,1152
35140,3,1153
35140,1,1154
35720,2,1155
35140,3,1156
308420,1,1157
233270,3,1158
308420,3,1159
35140,3,1160
461560,1,1161
35140,3,1162
47780,2,1163
35140,2,1164
328220,2,1165
35140,1,1166
35140,2,1167
337000,2,1168
291550,2,1169
12810,2,1170
384360,1,1171
214250,2,1172
35140,1,1173
35140,3,1174
35140,3,1175
35140,3,1176
328220,1,1177
337000,3,1178
230050,2,1179
35140,3,1180
609990,1,1181
609990,3,1182
35140,3,1183
328220,1,1184
35140,2,1185
384360,1,1186
230050,1,1187
308420,2,1188
35140,3,845
35140,1,1065
35140,1,1189
328220,2,1190
328220,1,1191
359810,2,1192
35140,3,1193
459820,3,1194
448930,1,924
328220,1,1195
35140,3,1196
308420,2,1197
328220,1,1198
328220,1,1199
233270,2,1200
384360,1,1201
35140,3,1202
35140,3,1203
35140,2,1204
291550,3,1205
291550,3,1205
359810,2,1206
35720,3,1207
212500,3,1208
337000,3,1209
575720,1,804
328220,1,1210
359810,1,1211
377510,1,1212
359810,2,1213
359810,2,1214
359810,2,151
233270,2,1215
359810,2,1216
12810,3,1217
230050,1,4
200710,3,1218
461560,1,1219
384360,1,1220
47890,3,1221
308420,2,1222
233270,3,1223
233270,2,1138
384360,1,1224
308420,2,1225
602790,1,18
230050,1,1226
224500,2,510
225080,3,823
12810,3,1227
336040,3,1228
233270,2,1229
366890,1,1230
384360,1,1231
366890,1,1232
308420,3,207
461560,1,1233
230050,2,1161
233270,2,1234
47780,2,847
529160,3,1235
224500,3,1236
12810,3,1237
366890,1,1238
391130,2,774
337000,3,1239
224500,2,1240
391130,1,1241
529160,3,1242
308420,1,1243
200710,1,1244
366890,1,483
531960,1,1245
308420,1,1246
230050,2,1247
308420,2,1248
249870,2,1249
224500,3,1250
35720,2,1251
308420,1,1252
35720,2,6
233270,2,1253
230050,2,1254
225080,2,1255
337000,1,1256
308420,3,1257
461560,1,362
308420,1,1258
225080,1,1259
308420,2,1260
35720,3,1261
233270,3,1262
366890,1,1263
233270,3,1264
12810,2,1265
531960,1,1266
308420,2,1267
366890,1,1268
337000,3,1269
531960,1,1270
224500,3,1271
366890,3,1272
230050,1,1273
12810,1,1274
308420,2,1275
337000,2,1276
308420,3,1277
225080,2,1278
366890,2,498
12810,3,1279
233270,1,1280
366890,1,1281
224500,3,1282
233270,2,1283
308420,1,1284
531960,1,1285
291550,2,1286
366890,2,1287
233270,2,1288
308420,1,1289
308420,2,1290
47780,1,1291
461560,1,1292
230050,1,1293
656590,1,1294
224500,3,1295
308420,2,1296
459820,3,1297
461560,1,1298
47780,2,1299
308420,3,1300
396730,1,629
230050,1,1301
291550,1,1302
224500,2,1303
337000,3,1304
35720,3,728
224500,1,1305
230050,2,1306
508670,1,1307
200710,3,1308
230050,1,1309
508670,2,1310
37230,1,862
308420,3,1311
508670,1,1312
225080,1,1313
230050,2,1314
337000,3,1315
200710,3,1316
461560,1,1317
308420,1,1318
308420,2,1319
337000,3,1320
308420,1,1321
331980,2,1322
348490,2,1323
348490,3,1324
412470,1,1325
225080,2,1326
292620,1,1327
292620,2,907
308420,3,1328
412470,1,521
337000,3,1329
308420,3,1330
292620,1,690
292620,3,1331
227940,1,806
225080,2,1332
233270,2,1333
331980,2,1040
35720,1,850
348300,1,1334
348300,3,1335
337000,3,1336
308420,2,1337
292620,1,379
348300,2,1338
230050,1,1339
292620,1,1340
249870,2,1341
292620,2,1342
292620,1,1343
412470,2,1344
315600,2,1345
308420,3,1346
308420,1,1347
315600,1,1348
308420,1,1349
412470,2,1022
233270,3,1350
47890,1,1351
291550,1,1352
249870,2,1353
412470,3,1354
315600,3,1355
249870,2,1356
459820,2,1357
249870,3,1358
233270,2,1359
271590,2,1360
315600,1,1361
228440,3,1362
228440,2,1363
233270,1,1364
200710,2,1365
289180,1,1366
9450,3,1367
228440,3,1368
225080,1,1369
305640,3,1370
230050,1,1371
547010,1,1372
35720,2,913
305640,3,671
337000,3,587
233270,3,1373
228440,1,1374
225080,2,1375
305640,3,1376
228440,2,1065
230050,1,1377
233270,1,1378
233270,3,1379
305640,2,1380
407380,1,1381
337000,3,1382
305640,3,1383
459820,3,1384
407380,3,1385
249870,1,1386
47890,3,1387
461560,1,1388
225080,2,1389
360940,2,1390
305640,1,166
230050,1,1391
271590,3,1392
305640,3,1393
225080,2,1394
305640,2,1395
230050,1,1396
9450,2,1397
676770,1,1398
225080,1,1399
47890,3,1400
249870,2,1401
233270,2,1402
305640,3,305
459820,1,1403
225080,2,1404
297290,2,1405
305640,1,1406
365300,1,1407
461560,1,1408
230050,2,1409
305640,1,1410
3260,1,1411
297290,3,1412
200710,3,1413
3260,1,1414
337000,1,1415
305640,2,1416
3260,1,1417
365300,1,410
3260,1,1418
459820,3,1419
307780,3,1420
230050,2,1421
225080,2,1269
230050,1,1422
327740,3,1423
461560,1,306
3260,2,1424
3260,2,1425
233270,3,1426
9450,3,1427
417580,1,1428
327740,2,1429
230050,1,1430
459820,3,1431
212500,2,1432
327740,1,1433
696460,1,1434
366000,3,1435
233270,3,1436
366000,1,1437
696460,1,1438
327740,1,1439
3260,1,1440
230050,2,1441
281220,1,1442
230050,1,1443
230050,2,1444
281220,1,1445
337000,3,1446
327740,2,270
233270,3,1447
225080,2,1056
35720,3,1448
287140,2,519
360940,1,1449
225080,2,1056
281220,1,1450
337000,3,1451
281220,2,1452
281220,2,1453
241300,3,1454
287140,2,1455
241300,1,1456
327740,3,1457
287140,1,1458
327740,2,1459
263360,1,907
360940,1,1460
281220,2,1461
327740,3,1462
281220,2,907
360940,1,1463
233270,2,1315
271590,3,66
225080,1,1464
337000,3,1465
461560,1,1466
281220,1,1467
281220,1,1468
212500,2,1469
365300,1,1470
225080,1,222
263360,1,1471
200710,2,1472
233270,2,1473
499910,3,1474
263360,1,194
360940,2,1475
225080,2,1476
57000,1,1477
263360,1,1478
200710,3,1479
57000,1,1480
360940,1,1481
461560,1,1482
337000,3,1483
57000,1,1484
360940,2,404
337000,3,1485
263360,2,1486
496810,2,1487
365300,1,1488
281220,2,1489
230050,1,1490
230050,1,1491
233270,2,1492
263360,1,1493
225080,2,1494
263360,1,1495
281220,3,1496
461560,1,1497
200960,1,1498
233270,2,929
337000,3,1499
496810,2,1500
212500,1,1501
200960,2,1502
225080,1,1503
337000,3,1504
496810,3,1505
263360,3,1506
230050,1,1507
496810,2,1508
389670,2,1509
337000,3,1510
263360,1,1511
365300,1,1389
459820,2,1512
360940,2,1513
263360,2,1514
225080,2,1515
200960,3,1516
575130,2,1065
233270,2,1517
230050,2,1518
413220,1,1519
291550,1,1520
389670,1,1521
496810,2,1522
225080,2,1523
9450,2,1524
263360,2,1525
200960,3,1526
263360,2,1527
200960,2,783
230050,1,1528
200960,3,1529
615390,1,649
200960,2,1530
459820,3,1531
360940,3,1532
200960,3,1533
230050,1,1534
459820,3,1535
356890,2,1536
230050,2,1537
496810,2,1538
271590,3,1539
230050,1,1540
656550,1,1541
230050,2,1542
356890,2,1543
200710,3,1544
274130,2,515
496810,3,1545
274130,2,1546
503480,2,1547
389670,1,1548
230050,1,1549
225080,1,1550
274130,1,1551
230050,1,1552
360940,2,1165
389670,1,1553
233270,3,389
274130,1,1554
230050,1,671
365300,2,1555
230050,1,1556
346850,3,119
233270,1,1557
9450,2,1558
9450,2,1559
230050,1,1560
212500,2,1561
233270,2,1562
274130,1,1563
360940,2,1564
230050,1,1565
358220,1,1566
337000,3,1567
274130,3,1568
233270,2,1569
346850,1,1570
230050,1,1571
274130,1,1572
337000,3,1573
233270,3,1574
35720,3,1575
225080,2,1576
230050,2,1577
225080,1,1578
9450,3,1579
291550,1,1580
346850,3,1581
307780,2,1582
35720,2,1583
459820,2,1584
307780,3,1585
346850,1,1586
225080,2,1587
44340,1,1588
230050,1,1589
233270,3,1590
485600,1,1591
44340,1,1592
44340,3,1593
230050,2,1594
200710,1,1595
44340,1,1596
604190,1,1597
365300,1,1598
35720,3,1599
44340,1,1600
230050,2,1601
218700,2,1287
291550,1,1602
230050,2,1603
230050,2,1604
225080,2,329
372940,2,1605
514810,2,1606
365300,1,1607
335070,2,1608
230050,1,1609
44340,1,1610
230050,3,1611
360940,1,1612
238050,3,1613
581340,1,1614
230050,2,1615
337000,3,1616
291550,3,1617
377360,1,1618
44340,3,1619
365300,1,1620
377360,1,1621
238050,1,1622
230050,2,1623
337000,3,1624
238050,1,1625
377360,1,1626
458770,3,1627
225080,2,1628
346800,1,1629
346800,1,1630
377360,3,1631
238050,1,571
233270,2,1632
360940,2,1633
15520,1,1634
230050,2,1635
360940,2,1636
238050,1,1270
238050,1,847
15520,1,1637
230050,1,1638
233270,3,1639
230050,2,1640
337000,3,819
230050,2,1641
458770,3,1642
230050,1,1643
296870,1,1644
15520,3,1645
677650,1,1646
230050,1,247
9450,3,1647
233270,3,1287
35720,2,1648
15520,2,1649
200710,2,1650
225080,1,1651
15520,1,1652
47890,3,1653
44340,1,1654
307780,3,1655
307780,3,1656
15520,2,1657
225080,1,1658
15520,2,1659
233270,3,1660
44340,2,1661
303910,3,1662
15520,1,1663
225080,2,1664
365300,1,1665
9450,3,1666
296870,2,1667
233270,3,1668
200710,3,1669
15520,1,1670
296870,1,1671
233270,2,1672
15520,2,1673
15520,2,1674
15520,2,1675
274700,1,1676
15520,1,1677
48700,2,1678
274700,2,1679
225080,2,1680
200710,3,1681
621070,2,1682
296870,2,1683
15520,1,1684
212500,3,1685
233270,2,1686
35720,3,1687
296870,2,1688
9450,3,1689
296870,1,1690
296870,2,1691
233270,3,483
225080,1,1692
621070,1,1693
296870,2,1694
225080,2,1695
233270,3,1696
296870,1,649
360940,1,1697
233270,3,1698
352550,2,1699
15520,3,1700
296870,2,1701
365300,1,1702
15520,1,1480
283390,2,742
200710,3,1703
337000,3,1704
233270,1,1705
291550,3,1706
233270,1,1707
233270,3,1708
15520,2,1709
365300,1,1710
360940,1,1711
307780,3,1712
15520,2,1713
296870,1,1171
296870,1,786
283390,1,1714
418340,1,1715
296870,1,982
9450,3,236
296870,1,879
15520,2,1716
15520,2,1717
225080,2,1718
233270,2,1719
418340,3,1720
296870,1,677
9450,3,1721
233270,3,1722
274560,1,552
233270,2,1723
671760,1,1724
35720,3,189
307780,3,1725
274560,3,1726
225080,1,1727
233270,2,1728
307780,3,1729
286200,3,1730
286200,1,1731
307780,2,1732
225080,2,1733
274560,1,103
352550,2,1734
671760,2,1735
671760,1,1736
47890,1,290
225080,2,1737
